DATE,VOTE,INFO
2025-06-08,5,"한달사용고양이를 키우다 보면 빠질 수 없는 고민이 바로 ‘털’인데요, 이 제품을 사용한 후로는 정말 큰 스트레스가 줄었어요!
고양이 털 때문에 구입했는데, 기대 이상으로 털 제거력이 아주 만족스럽습니다.

✅ 흡입력도 좋고, 카펫이나 패브릭 소파에 박힌 털도 깔끔하게 빨아들이는 점이 정말 마음에 들어요.
✅ 소음은 완전 무소음은 아니지만, 생각보다 크지 않아서 고양이도 크게 놀라지 않아요.
✅ 무게도 부담 없고, 조작이 쉬워서 자주 사용하게 됩니다.

청소기를 쓰면서 가장 좋았던 점은, 털이 자주 쌓이는 공간을 훨씬 더 빠르게 청소할 수 있다는 점!
고양이 키우시는 분들께 정말 추천드리고 싶어요.

단점보다는 장점이 훨씬 많은 만족도 높은 제품입니다."
2025-06-01,3,"한달사용무선청소기 구매는 처음이었고 흡입력이 좋은 제품 위주로 찾다가 구매하게 되었습니다. 
몇달 정도 사용해보니 흡입력은 좋으나 강으로 계속 사용하면 10분 정도 사용 후 꺼져서 당황스러웠습니다. 그 이후로는 거의 약으로 사용하는데 약하게 하면 한 3~40분 정도 지속되더라고요. 배터리 지속 시간이 짧은 점, 무게가 꽤 나가서 손목에 무리가 가는 점 등이 아쉬워요 그래도 기왕에 구매했으니 오래도록 무탈히 사용하고 싶어요"
2025-05-22,5,"제품 디자인이 마음에 들어 처음이 구입하게 되었습니다
실제로 받아서 써보니 가정에서 쓰기에 흡입력도 적당히 좋고 부품 구성도 좋고 디자인도 실물이 훨씬 이쁘네요
아주 마음에 듭니다
처음에 제품 관련하여 문제가 있었지만
고객센터에서 아주 친절하고 빠르게 대응해주셔서 너무 감사했습니다
앞으로 이 회사 제품을 자주 쓰게될것 같네요"
2025-05-29,5,"일렉트로룩스 무선청소기 10년차 유저.
주변 가족들 다이슨, 삼성, 엘지, 샤오미 
다 써봤는데 저는 아무래도 일렉크로룩스가 가성비 갑오브갑입니다.
무게중심이 아래에 있어 손목부담없고
성능 꽤 괜찮고 옛날것보다 소음 줄었네요.
관리도 번거롭지 않아요.
이번엔 스탠드도 경박하지 않아서 
청소기 빼고 낄 때 흔들림 없이 있어주네요
감사해요
필터만 좀 가격내려주세요 😁😁☺️"
2025-06-03,5,"한달사용여기 제품은 정말 잔고장이 없어 너무 좋아요.  흡입력 좋고 가성비 아주 좋습니다. 내구성 좋구요.  
소리가 좀  크다하시는 분들이 있는데  이 가격에  이 흡입력에   이 내구성에..  전 시원시원한  소리가 좋더라구요.리고 하중심이라 어깨나  손목에 확실이 무리가 덜가요."
2025-06-05,5,"친구가 30키로 개 두마리를
키어요 실내에서  근데
친구가
이게최고래요 
저는 백얼마짜리 청소기를 사서 정말후회했어요 이렇게 금방
약해질수이가잇나  근데
친구가 여기는 세고 가성비도훌륭한데 as도 아주잘된대요"
2025-05-15,4,"원래 일렉트로룩스 사용자입니다.
이번 모델 사기 전에는 사진에 나온 모델 썻는데 만 4년쯤 지나니 베터리를 갈아줘야 하더라구요. 공식홈에서 베터리 가는데 9만원이라고 해서 이번에 네이버할인이 많이 들어가길래 사봤는데 지금 집에 있는 모델보다 손목에 부담이 많이 갑니다. 너무 가벼운 모델(차×스)은 무게 중심이 너무 안잡혀서 불편했고 이번에 산건 꽤나 무거워요. 힘은 훨씬 세고요. 저는 앞에 모델이 너무 익숙해서 그런지 무겁게 느껴지지만 일렉트로룩스 자체 제품에는 만족감을 느껴서 또 사게 되었습니다."
2025-06-01,5,"시골 부모님댁 별채에서 사용할 용도로 보내드렸는데, 이번에 가서 보니 꽤나 마음에 들더라구요^^
흡입구 부분에 불도 들어오고~ 무선청소기 부분도 흡입력이 기대이상이었어요♡"
2025-05-28,2,필터 준다는 이미지 사진 보고 구매했는데 행사기간 끝났다고 안줘요 구매는 5/19일가 했는데 행사는 5/9인가 끝났다고 그럼 이지미 수정하고 올려야지 기만하는것도 아니고 구매전에 스샷 찍어놨는데 이미지사진은 업로드가 안되는군요 암튼 기분 나쁨요
2025-06-01,5,"한달사용본가에서 사용하다가 
자취하면서 매일 돌돌이 쓰기 귀찮아서 구매했어요
원룸애서 사용하기 간편해요"
