DATE,VOTE,INFO
2025-05-30,5,"🎧 젠하이저 헤드셋, 기대 이상이고 만족스럽습니다!

헤드셋 구입을 꽤 오래 고민했는데, 이번 5월 연휴에 젠하이저 제품을 좋은 가격에 발견하고 구입을 결심하게 됐습니다. 솔직히 처음엔 '디자인만 예쁜 거 아닐까?' 싶어 반신반의했는데, 약 한 달간 사용해본 지금은 오히려 더 일찍 살 걸 그랬다는 생각이 듭니다.

우선 색상이 정말 세련되고 고급스럽습니다. 외출할 때 착용하면 스타일 포인트로도 손색이 없고요. 전용앱으로 EQ 설정을 조절할 수 있는데, 제 귀에 맞게 튜닝하니까 음악이 정말 선명하게 들려서 감동이었습니다. 어떤 장르든 깔끔하게 표현해줘서 음악 듣는 재미가 있습니다😊

노이즈캔슬링도 너무 강하지 않아서, 오히려 더 안전하게 느껴졌습니다. 헤드셋을 착용하고 음악을 들으면 마치 나만의 포근한 세계에 들어간 기분입니다.

주변에서 '젠하이저 써보면 좋다'고 칭찬했었는데, 이제는 제가 그 얘기를 하고 있네요. 정말 만족스럽고 추천하고 싶은 제품입니다👍"
2025-04-26,5,"음질 - 이퀄설정이랑 노캔 설정 할 수 있어서 베이스 음 듣는거 좋아해서 조절해서 쓰는데 넘 좋아요 노캔도 별로라고 하는데 장력 ? 이 있어서 밖에서 차소리 잘 안들리고 굳굳

쉐입 - 생각보다 크지 않더라구요 🫶 제 얼굴형에 잘 맞았어요 저 툭 튀어나온부분 사진으로 볼 때는 신경쓰였는데 막상 쓰니까 무광에 모양도 좋아요👍

이 가격대라면 솔직히 비교군 없을 정도로 추천하고 싶어요 ❤️"
2025-05-16,5,예전에  젠하이저 유선이어폰을 쓴적이 있는데  그 때 기억이 좋아서 믿고 구매했습니다. 제가 막귀라  특별히 까다롭진 않으나  좋은소리 안좋은 소리 정도는 구분이 가능해  제 입장에서는  전혀 손색이 없네요.  다만  딸아이가 너무 좋해서  곧  제손을  떠날듯 싶습니다 그땐 그 핑계삼아  모맨텀을 한번 써보고 싶네요
2025-05-30,5,"배송 빠르고, 페어링도 쉽게 잘 되네요. 아이가 맘에 들어합니다. 착용한 모습이 예쁘네요."
2025-02-13,5,"초4 딸의 3번째 헤드폰
이어폰이 귀에 안좋을 것 같아 사준 jbl 헤드폰
어릴때는 잘쓰더니 어느순간 스티커를 붙이고
색상을 가렸다 그리곤 얼마 안가 안쓰기 시작
단지 음악을 안듣거나 헤드폰에 관심이 줄어든다 생각
하지만 나중에 알게된 사실 딸 아이가 자란것 이였다
몸도 커졌지만 눈도 성숙해져 장난감 같은
jbl을 스티커로 가려보고 끝내는 포기했던걸 몰랐다


그러다 우연히 소니 wh 1000xm5 를 선물 받았고
40대인 내가 쓰기 어색해서 초 4 딸을주었다
주로 아이패드 인강용으로 사용했는데
노캔이 좋아 괜찮은듯 하였지만
어느날보니 다시 애기때 쓰던 jbl 헤드폰을 쓰고있어
왜? 좋은것이 있는데 애기때쓰던걸 노캔도 없는걸 쓰냐 물었더니 딸 아이는 2가지 문제점을 이야기했다

하나는 소니 1000xm5 가 초4 여아가 쓰긴 무거웠다고 했다 커서 흘러내림도 문제였지만 무거워 40분 인강에도 불편했다 하며 무게로 인해 밖에 가져다니기 부담스러웠다고 했다 성인에게는 상급모델로 명성이 자자한 소니헤드폰이지만 내 딸 초4의 입장에서는 무겁고 흘러내려 싸이즈 안 맞는 몇만원짜리 jbl 애기 헤드폰 만 못 한것이였다 내만족에 주고 쓰라 했던 1000xm5

또 하나의 문제점은 색상이라고 했다
하나는 너무 유치하고 소니 1000xm5 베이지는
초4 여아가 소화하긴 노블한 색상이였던것이다
싸도 좋다 노캔 아니여도 좋다
본인은 그냥 흰색이면 된다며 헤드폰을 원했다

겔럭시폰을 쓰는 딸아이 최고의 헤드폰 소니 1000xm5는 40대 아빠의 만족일뿐
딸아이는 한결같이 본인이 이쁜 헤드폰을 원한것임을 이제서 알게되었다

그렇게 어린줄만 알았던 딸아이가 본인의 취향과 한 사람으로써 인격이 형성되고 있음을 뒤늦게 알게되었으며 바로 소니 720n과 젠하이저 엑센텀을 리스트에 두었는데 이유는 2가지 초4 여아가 좋아할 디자인과 흰색 그리고 무게였다

1000xm5 250 그람정도 였는데 무게에 민감하였기에 가벼워야했으며 720n으로 거의 결정하려 했다 써봤던 소니 제품이기도 했지만 가벼운 무게 190 그람대의 무게 그리고 흰색 결정적인 초4  딸아이도 알아본 메이커 인지도 때문에 구매하기도 했지만 

소니 1000xm5 와 용도분리 아이패드 용 인강과
외부 사용 브랜드를 분리하고 싶어
살짝 젠하이저 엑센템을 보여주었더니
디자인을 너무 맘에 들어 했고 결정적인 가격도
단 몇만원이지만 저렴했다
아무리 초4 여아라 해라 남아 처럼 물건관리도 안되며
자주 잃어버리는편이라 잃어버릴 가능성도 염두 하여야했다 즉 1000xm5는 책상 인강 시즈모드
젠하이저 엑센텀은 침대나 야외용으로 말이다

디자인 가격 이외도 마음에 들었던것중 하나는
노캔성능으로 소니보다는 자연스런 외부 소리가 들린다는 나쁘게말함 강하지 않은 노캔 기능이
저학년 초4에게는 외부사용시 외부소리가 들려 더 안전하지 않을까란 차소리 같은 위험에서 좀 메리트있다 느꼈으며 소니 720n보다 30그람 정도 무겁지만
소니 1000xm5보다는 10프로 가볍다는 점에 위안을 삼았다 

처음 받아 내가 셋팅해줬고 터치가 아니라 직관적이며
소니 처럼 어플 아이디 만들지 않아도 되서 편했다
아이의 아이디인지 내 아이디인지 다 내가 기억해야해
여간 불편했는데 한 걱정 놓았으며 멀티페어링도 잘작동하고 음질코덱은 막귀라 모르겠다 그건 딸도 마찬기지다 기껏해야 유트브 뮤직듣는 내가 뭘 알리오
귀찮아 하는 딸아이 사용법 토트리얼 알려주니 
10분도 안되서 모든기능 시연했으며
한대는 아이패드 미니 한대는 겔럭시s22 연결해
자유롭게 멀티페어링 사용하는것이 역시 적응이 빨라 놀랬다 1000xm5는 아이패드 프로 인강용
젠하이저 엑센텀은 아이패드 미니 와 폰에서 멀티용도
용도가 확실히 구분되었으며

딸아이가 헤드폰 바꾸고 싶었던 근본
흰색의 투톤 엣지컬러 너무 이쁘다며 신나했으며
소니 1000xm5 와 다르게 무게로인한 눌림 흘러내림
없다고 착용감 만족했다 

내기준으로는 헤어밴드 고무가 가장 맘에들었는데
헤드폰 천년만년 쓸건 아니지만 헤드폰 버리는 이유는 헤드밴드가죽 낡음 때문인데 이어 스펀지와 다르게 리폼이 졸라 빡세서 포기하고 버리는 편이다
근데 가죽이 아니고 고무라 내구성은 가죽보다 좋을것같아서 마음에들었다 뭐 파우치는 줘도 귀찮아 안쓰기도하고 초4 아이가 뭔 파우치가 필요 하겠음 거의 전투형 헤드폰 as2년도 마음에들었다

그렇게 딸은 흰색에 본인 체형에 맞으며 본인 취향의 그리고 가벼운 무게로 인한 착용 안정성을 얻어 만족했으며

나 아빠 본인은 잃어버려도 허허 웃을수 있는 가성비 헤드폰주고 나도 못 써본 소니 1000xm5 를 조만간 뺏어 올수있다는 기대감을 얻었다 

갈 곳 잃은 jbl 은 장식용이 되겠지만
이번 3번의  딸아이 헤드폰으로 느낀점은
내기준으로 사주면 실패한다
어리다고 애들것을 사줄것도 아니며
비싸고 좋은것이라 내만족에 선물로 줄것도 아니며
그 나이 그연령이 원하고 필요한것은
부모의 선입견과 욕심의 구매가 아닌

그 물건을 쓸 아이가 직접 골라야 하는 
아주 기본적 이치를 또 한번 느끼는 구매가 되었다

춤을 좋아하지만 웨이브가 안되는 내 딸아 
젠하이저 아빠도 어릴때 비싸서 못 가져본 브랜드다
만족한만큼 이쁘게 오래쓰면 다음엔 모멘텀 사줄게
대신 이번에 집에서 일자리 잃은 1000xm5 는 아빠가 가져갈게 근데 이럴줄 알았음 블랙으로 선물받을걸
딸 너줄려고 베이지받은건데
40대 아재쓰면 손가락질 받을라나
출근때 한번 가져가보고 안되며 다시 너 줄게
젠하이저 엑센텀과 좋은 날들 보내라 사랑한다 안녕"
2025-05-30,5,디자인도 이쁘고 음질도 좋고 착용감도 편하고 가격도 할인을 많이 받고 사서 너무 만족합니다!
2025-03-26,5,"착용감
- 헤드셋이라 그런지 여름이 쓰면 약간 더울것같다는 생각은 했어요. 익숙해지면 괜찮겠죠? 그리고 약간 귀를 누르는것같긴해요. 머리가 너무 크면 안좋을 것 같아요

디자인
-컴팩트하게 이뻐요 ㅎ 더러워지는거 생각해서 검은색으로 샀는데 깔끔하더라구요. 흠잡을데는 없는 것 같아요

성능
- 역시 가장 기대했던 부분인데, 무선이어폰이랑 확실히 다르더라구요. 유튜브로 헤드폰 성능 확인하는 영상봤는데, 퀄리티가 다릅니다 ㅎ 

아쉬운부분
-이어패드가 뭔가 금방 닳을 것 같다는 느낌을 받았어요... 괜찮늘련지 모르겠네요.
그리고 pc에 연결하려면 동글이가 있어야되는데, 잰하이저 동글이는 aptx adaptive만 되고 aptx hd는 없더라구요
pc로 쓴다면 성능을 못 끌어올릴 것 같다는 생각을 했어요. 그래서 별도로 다른 동글이 구입했는데, 이부분이 아쉬었어요"
2025-05-08,5,첫 헤드셋으로 젠하이저 엑센텀 구매해봤어요. 에어팟 오래 끼면 귀도 불편하고 힘들어서 산건데 너무 편하네요.고정된 느낌도 안정적이라 좋아요. 제일 중요한 음질도 생각보다 좋아서 완전 만족해요!
2025-05-09,5,"한달사용음질 좋아요
최대 소리 크기는 중,상 보다 약간 떨어짐
블루투스...이거는 좋은지 모르겠슴
블루투스 거리는 5m 정도???....
2만원 짜리 중국산 보다 수신거리가 1/3분의 수준임
착용감 좋음 이거는 중국산보다 월등함
전체적으로 좋음
하지만 가격대가 10만원 초반이라서 신세계는 아님"
2025-05-03,5,"음악 듣기 좋아하는 엄마 선물로 구매했어요!
할인할때 구매해서 더 기쁘네용 ㅋㅋ
음질도 너무 좋공 ㅋㅋㅋ 
엄마도 완전 만족! 
스티커 제거하면 완전 깔쌈하게 생겼어요 ㅋㅋ
디자인 이뿌네용"
